"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Treino 2 e a","16 Abr 2026, 18:47","16 Abr 2026, 21:11","","Agachamento (Barra)",,"",3,"normal",140,2,,,
"Treino 2 e a","16 Abr 2026, 18:47","16 Abr 2026, 21:11","","Agachamento (Barra)",,"",4,"normal",160,2,,,
"Treino 2 e a","16 Abr 2026, 18:47","16 Abr 2026, 21:11","","Agachamento (Barra)",,"",5,"normal",160,2,,,
"Treino 2 e a","16 Abr 2026, 18:47","16 Abr 2026, 21:11","","Supino (Barra)",,"",0,"normal",60,8,,,
"Treino 2 e a","16 Abr 2026, 18:47","16 Abr 2026, 21:11","","Supino (Barra)",,"",1,"normal",80,5,,,
"Treino 2 e a","16 Abr 2026, 18:47","16 Abr 2026, 21:11","","Supino (Barra)",,"",2,"normal",90,3,,,
"Treino 2 e a","16 Abr 2026, 18:47","16 Abr 2026, 21:11","","Supino (Barra)",,"",3,"normal",100,2,,,
"Treino 2 e a","16 Abr 2026, 18:47","16 Abr 2026, 21:11","","Supino (Barra)",,"",4,"normal",110,3,,,
"Treino 2 e a","16 Abr 2026, 18:47","16 Abr 2026, 21:11","","Supino (Barra)",,"",5,"normal",110,3,,,
"Treino 2 e a","16 Abr 2026, 18:47","16 Abr 2026, 21:11","","Levantamento Terra (Barra Hexagonal)",,"",0,"normal",60,5,,,
"Treino 2 e a","16 Abr 2026, 18:47","16 Abr 2026, 21:11","","Levantamento Terra (Barra Hexagonal)",,"",1,"normal",100,4,,,
"Treino 2 e a","16 Abr 2026, 18:47","16 Abr 2026, 21:11","","Levantamento Terra (Barra Hexagonal)",,"",2,"normal",140,3,,,
"Treino 2 e a","16 Abr 2026, 18:47","16 Abr 2026, 21:11","","Levantamento Terra (Barra Hexagonal)",,"",3,"normal",170,2,,,
"Treino 2 e a","16 Abr 2026, 18:47","16 Abr 2026, 21:11","","Levantamento Terra (Barra Hexagonal)",,"",4,"normal",195,2,,,
"Treino 2 e a","16 Abr 2026, 18:47","16 Abr 2026, 21:11","","Levantamento Terra (Barra Hexagonal)",,"",5,"normal",195,2,,,
"Treino 2 e a","16 Abr 2026, 18:47","16 Abr 2026, 21:11","","Levantamento Terra (Barra Hexagonal)",,"",6,"normal",195,2,,,
"Treino 3 e c","14 Abr 2026, 17:45","14 Abr 2026, 21:04","","Levantamento Terra Sumô",,"",0,"normal",60,5,,,
"Treino 3 e c","14 Abr 2026, 17:45","14 Abr 2026, 21:04","","Levantamento Terra Sumô",,"",1,"normal",100,4,,,
"Treino 3 e c","14 Abr 2026, 17:45","14 Abr 2026, 21:04","","Levantamento Terra Sumô",,"",2,"normal",140,3,,,
"Treino 3 e c","14 Abr 2026, 17:45","14 Abr 2026, 21:04","","Levantamento Terra Sumô",,"",3,"normal",180,3,,,
"Treino 3 e c","14 Abr 2026, 17:45","14 Abr 2026, 21:04","","Levantamento Terra Sumô",,"",4,"normal",200,1,,,
"Treino 3 e c","14 Abr 2026, 17:45","14 Abr 2026, 21:04","","Levantamento Terra Sumô",,"",5,"normal",230,2,,,
"Treino 3 e c","14 Abr 2026, 17:45","14 Abr 2026, 21:04","","Levantamento Terra Sumô",,"",6,"normal",230,2,,,
"Treino 3 e c","14 Abr 2026, 17:45","14 Abr 2026, 21:04","","Levantamento Terra Sumô",,"",7,"normal",230,2,,,
"Treino 3 e c","14 Abr 2026, 17:45","14 Abr 2026, 21:04","","Supino (Barra)",,"",0,"normal",60,8,,,
"Treino 3 e c","14 Abr 2026, 17:45","14 Abr 2026, 21:04","","Supino (Barra)",,"",1,"normal",80,5,,,
"Treino 3 e c","14 Abr 2026, 17:45","14 Abr 2026, 21:04","","Supino (Barra)",,"",2,"normal",90,5,,,
"Treino 3 e c","14 Abr 2026, 17:45","14 Abr 2026, 21:04","","Supino (Barra)",,"",3,"normal",110,5,,,
"Treino 3 e c","14 Abr 2026, 17:45","14 Abr 2026, 21:04","","Supino No Chão (Barra)",,"",0,"normal",60,15,,,
"Treino 3 e c","14 Abr 2026, 17:45","14 Abr 2026, 21:04","","Supino No Chão (Barra)",,"",1,"normal",100,8,,,
"Treino 3 e c","14 Abr 2026, 17:45","14 Abr 2026, 21:04","","Supino No Chão (Barra)",,"",2,"normal",125,3,,,
"Treino 3 e c","14 Abr 2026, 17:45","14 Abr 2026, 21:04","","Supino No Chão (Barra)",,"",3,"normal",135,2,,,
"Treino 3 e c","14 Abr 2026, 17:45","14 Abr 2026, 21:04","","Supino No Chão (Barra)",,"",4,"normal",135,2,,,
"Treino 3 e c","14 Abr 2026, 17:45","14 Abr 2026, 21:04","","Supino No Chão (Barra)",,"",5,"normal",135,2,,,
"Treino 3 e c","14 Abr 2026, 17:45","14 Abr 2026, 21:04","","Supino No Chão (Barra)",,"",6,"normal",135,2,,,
"Treino 3 e c","14 Abr 2026, 17:45","14 Abr 2026, 21:04","","Supino No Chão (Barra)",,"",7,"normal",135,2,,,
"Treino 3 e c","14 Abr 2026, 17:45","14 Abr 2026, 21:04","","Barra Fixa (Com Peso)",,"",0,"normal",1,11,,,
"Treino 3 e c","14 Abr 2026, 17:45","14 Abr 2026, 21:04","","Barra Fixa (Com Peso)",,"",1,"normal",1,11,,,
"Treino 3 e c","14 Abr 2026, 17:45","14 Abr 2026, 21:04","","Barra Fixa (Com Peso)",,"",2,"normal",1,11,,,
"Treino 3 e c","14 Abr 2026, 17:45","14 Abr 2026, 21:04","","Remadas Dobradas (Barra)",,"",0,"normal",20,8,,,
"Treino 3 e c","14 Abr 2026, 17:45","14 Abr 2026, 21:04","","Remadas Dobradas (Barra)",,"",1,"normal",40,8,,,
"Treino 3 e c","14 Abr 2026, 17:45","14 Abr 2026, 21:04","","Remadas Dobradas (Barra)",,"",2,"normal",40,8,,,
"Treino 3 e c","14 Abr 2026, 17:45","14 Abr 2026, 21:04","","Remadas Dobradas (Barra)",,"",3,"normal",40,8,,,
"Treino 3 e c","14 Abr 2026, 17:45","14 Abr 2026, 21:04","","Rosca Direta na Barra W",,"",0,"normal",14,8,,,
"Treino 3 e c","14 Abr 2026, 17:45","14 Abr 2026, 21:04","","Rosca Direta na Barra W",,"",1,"normal",20,6,,,
"Treino 3 e c","14 Abr 2026, 17:45","14 Abr 2026, 21:04","","Rosca Direta na Barra W",,"",2,"normal",20,6,,,
"Treino 3 e c","14 Abr 2026, 17:45","14 Abr 2026, 21:04","","Rosca Direta na Barra W",,"",3,"normal",20,6,,,
"Treino 3 e c","14 Abr 2026, 17:45","14 Abr 2026, 21:04","","Rosca Direta na Barra W",,"",4,"normal",20,6,,,
"Treino 3 e c","14 Abr 2026, 17:45","14 Abr 2026, 21:04","","Rosca Direta na Barra W",,"",5,"normal",20,6,,,
"Sbd de sexta","12 Abr 2026, 11:09","12 Abr 2026, 14:44","","Agachamento (Barra)",,"",0,"normal",60,10,,,
"Sbd de sexta","12 Abr 2026, 11:09","12 Abr 2026, 14:44","","Agachamento (Barra)",,"",1,"normal",100,8,,,
"Sbd de sexta","12 Abr 2026, 11:09","12 Abr 2026, 14:44","","Agachamento (Barra)",,"",2,"normal",120,5,,,
"Sbd de sexta","12 Abr 2026, 11:09","12 Abr 2026, 14:44","","Agachamento (Barra)",,"",3,"normal",140,3,,,
"Sbd de sexta","12 Abr 2026, 11:09","12 Abr 2026, 14:44","","Agachamento (Barra)",,"",4,"normal",160,2,,,
"Sbd de sexta","12 Abr 2026, 11:09","12 Abr 2026, 14:44","","Agachamento (Barra)",,"",5,"normal",180,1,,,
"Sbd de sexta","12 Abr 2026, 11:09","12 Abr 2026, 14:44","","Agachamento (Barra)",,"",6,"normal",200,1,,,
"Sbd de sexta","12 Abr 2026, 11:09","12 Abr 2026, 14:44","","Agachamento (Barra)",,"",7,"normal",215,1,,,
"Sbd de sexta","12 Abr 2026, 11:09","12 Abr 2026, 14:44","","Agachamento (Barra)",,"",8,"normal",230,1,,,
"Sbd de sexta","12 Abr 2026, 11:09","12 Abr 2026, 14:44","","Supino (Barra)",,"",0,"normal",60,10,,,
"Sbd de sexta","12 Abr 2026, 11:09","12 Abr 2026, 14:44","","Supino (Barra)",,"",1,"normal",80,6,,,
"Sbd de sexta","12 Abr 2026, 11:09","12 Abr 2026, 14:44","","Supino (Barra)",,"",2,"normal",105,3,,,
"Sbd de sexta","12 Abr 2026, 11:09","12 Abr 2026, 14:44","","Supino (Barra)",,"",3,"normal",110,2,,,
"Sbd de sexta","12 Abr 2026, 11:09","12 Abr 2026, 14:44","","Supino (Barra)",,"",4,"normal",115,1,,,
"Sbd de sexta","12 Abr 2026, 11:09","12 Abr 2026, 14:44","","Supino (Barra)",,"",5,"normal",120,1,,,
"Sbd de sexta","12 Abr 2026, 11:09","12 Abr 2026, 14:44","","Supino (Barra)",,"",6,"normal",130,1,,,
"Sbd de sexta","12 Abr 2026, 11:09","12 Abr 2026, 14:44","","Supino (Barra)",,"",7,"normal",135,1,,,
"Sbd de sexta","12 Abr 2026, 11:09","12 Abr 2026, 14:44","","Levantamento Terra (Barra)",,"",0,"normal",60,5,,,
"Sbd de sexta","12 Abr 2026, 11:09","12 Abr 2026, 14:44","","Levantamento Terra (Barra)",,"",1,"normal",100,4,,,
"Sbd de sexta","12 Abr 2026, 11:09","12 Abr 2026, 14:44","","Levantamento Terra (Barra)",,"",2,"normal",140,3,,,
"Sbd de sexta","12 Abr 2026, 11:09","12 Abr 2026, 14:44","","Levantamento Terra (Barra)",,"",3,"normal",180,2,,,
"Sbd de sexta","12 Abr 2026, 11:09","12 Abr 2026, 14:44","","Levantamento Terra (Barra)",,"",4,"normal",225,1,,,
"Sbd de sexta","12 Abr 2026, 11:09","12 Abr 2026, 14:44","","Levantamento Terra (Barra)",,"",5,"normal",240,1,,,
"Sbd de sexta","12 Abr 2026, 11:09","12 Abr 2026, 14:44","","Levantamento Terra (Barra)",,"",6,"normal",250,1,,,
"Sbd de sexta","12 Abr 2026, 11:09","12 Abr 2026, 14:44","","Levantamento Terra (Barra)",,"",7,"normal",275,1,,,
"Treino 2 e a","10 Abr 2026, 19:01","10 Abr 2026, 20:07","","Supino Inclinado (Halter)",,"",0,"normal",20,15,,,
"Treino 2 e a","10 Abr 2026, 19:01","10 Abr 2026, 20:07","","Supino Inclinado (Halter)",,"",1,"normal",32,8,,,
"Treino 2 e a","10 Abr 2026, 19:01","10 Abr 2026, 20:07","","Supino Inclinado (Halter)",,"",2,"normal",32,8,,,
"Treino 2 e a","10 Abr 2026, 19:01","10 Abr 2026, 20:07","","Supino Inclinado (Halter)",,"",3,"normal",32,8,,,
"Treino 2 e a","10 Abr 2026, 19:01","10 Abr 2026, 20:07","","Crucifixo no Voador (Máquina)",,"",0,"normal",85,10,,,
"Treino 2 e a","10 Abr 2026, 19:01","10 Abr 2026, 20:07","","Crucifixo no Voador (Máquina)",,"",1,"normal",85,10,,,
"Treino 2 e a","10 Abr 2026, 19:01","10 Abr 2026, 20:07","","Crucifixo no Voador (Máquina)",,"",2,"normal",85,10,,,
"Treino 2 e a","10 Abr 2026, 19:01","10 Abr 2026, 20:07","","Crucifixo Reto (Halter)",,"",0,"normal",16,12,,,
"Treino 2 e a","10 Abr 2026, 19:01","10 Abr 2026, 20:07","","Crucifixo Reto (Halter)",,"",1,"normal",16,12,,,
"Treino 2 e a","10 Abr 2026, 19:01","10 Abr 2026, 20:07","","Crucifixo Reto (Halter)",,"",2,"normal",16,12,,,
"Treino 2 e a","10 Abr 2026, 19:01","10 Abr 2026, 20:07","","Elevação Lateral (Halter)",,"",0,"normal",16,12,,,
"Treino 2 e a","10 Abr 2026, 19:01","10 Abr 2026, 20:07","","Elevação Lateral (Halter)",,"",1,"normal",16,12,,,
"Treino 2 e a","10 Abr 2026, 19:01","10 Abr 2026, 20:07","","Elevação Lateral (Halter)",,"",2,"normal",16,12,,,
"Treino 2 e a","10 Abr 2026, 19:01","10 Abr 2026, 20:07","","Tríceps na Polia com Corda",,"",0,"normal",18,20,,,
"Treino 2 e a","10 Abr 2026, 19:01","10 Abr 2026, 20:07","","Tríceps na Polia com Corda",,"",1,"normal",36,8,,,
"Treino 2 e a","10 Abr 2026, 19:01","10 Abr 2026, 20:07","","Tríceps na Polia com Corda",,"",2,"normal",36,8,,,
"Treino 2 e a","10 Abr 2026, 19:01","10 Abr 2026, 20:07","","Tríceps na Polia com Corda",,"",3,"normal",36,8,,,
"Treino 2 e a","10 Abr 2026, 19:01","10 Abr 2026, 20:07","","Tríceps na Polia com Corda",,"",4,"normal",36,8,,,
"Treino 2 e a","10 Abr 2026, 19:01","10 Abr 2026, 20:07","","Tríceps na Polia com Corda",,"",5,"normal",36,8,,,
"Treino 2 e a","10 Abr 2026, 19:01","10 Abr 2026, 20:07","","Prancha Abdominal",,"",0,"normal",,,,31,
"Treino 2 e a","10 Abr 2026, 19:01","10 Abr 2026, 20:07","","Prancha Abdominal",,"",1,"normal",,,,30,
"Treino 2 e a","10 Abr 2026, 19:01","10 Abr 2026, 20:07","","Prancha Abdominal",,"",2,"normal",,,,31,
"Treino 2 e a","10 Abr 2026, 19:01","10 Abr 2026, 20:07","","Abdominal Na Máquina",,"",0,"normal",36,15,,,
"Treino 2 e a","10 Abr 2026, 19:01","10 Abr 2026, 20:07","","Abdominal Na Máquina",,"",1,"normal",59,8,,,
"Treino 2 e a","10 Abr 2026, 19:01","10 Abr 2026, 20:07","","Abdominal Na Máquina",,"",2,"normal",59,8,,,
"Treino 2 e a","10 Abr 2026, 19:01","10 Abr 2026, 20:07","","Abdominal Na Máquina",,"",3,"normal",59,8,,,
"Treino 2 e a","10 Abr 2026, 19:01","10 Abr 2026, 20:07","","Abdominal Na Máquina",,"",4,"normal",59,8,,,
"Treino b, full leg day","9 Abr 2026, 19:01","9 Abr 2026, 20:44","","Cadeira Adutora (Máquina)",,"",0,"normal",31.75,15,,,
"Treino b, full leg day","9 Abr 2026, 19:01","9 Abr 2026, 20:44","","Cadeira Adutora (Máquina)",,"",1,"normal",54.43,15,,,
"Treino b, full leg day","9 Abr 2026, 19:01","9 Abr 2026, 20:44","","Cadeira Adutora (Máquina)",,"",2,"normal",54.43,15,,,
"Treino b, full leg day","9 Abr 2026, 19:01","9 Abr 2026, 20:44","","Cadeira Adutora (Máquina)",,"",3,"normal",54.43,15,,,
"Treino b, full leg day","9 Abr 2026, 19:01","9 Abr 2026, 20:44","","Cadeira Flexora (Máquina)",,"",0,"normal",50,15,,,
"Treino b, full leg day","9 Abr 2026, 19:01","9 Abr 2026, 20:44","","Cadeira Flexora (Máquina)",,"",1,"normal",75,8,,,
"Treino b, full leg day","9 Abr 2026, 19:01","9 Abr 2026, 20:44","","Cadeira Flexora (Máquina)",,"",2,"normal",75,8,,,
"Treino b, full leg day","9 Abr 2026, 19:01","9 Abr 2026, 20:44","","Cadeira Flexora (Máquina)",,"",3,"normal",75,8,,,
"Treino b, full leg day","9 Abr 2026, 19:01","9 Abr 2026, 20:44","","Cadeira Flexora (Máquina)",,"",4,"normal",75,8,,,
"Treino b, full leg day","9 Abr 2026, 19:01","9 Abr 2026, 20:44","","Leg Press 45º (Máquina)",,"",0,"normal",40,12,,,
"Treino b, full leg day","9 Abr 2026, 19:01","9 Abr 2026, 20:44","","Leg Press 45º (Máquina)",,"",1,"normal",80,8,,,
"Treino b, full leg day","9 Abr 2026, 19:01","9 Abr 2026, 20:44","","Leg Press 45º (Máquina)",,"",2,"normal",80,8,,,
"Treino b, full leg day","9 Abr 2026, 19:01","9 Abr 2026, 20:44","","Leg Press 45º (Máquina)",,"",3,"normal",80,8,,,
"Treino b, full leg day","9 Abr 2026, 19:01","9 Abr 2026, 20:44","","Elevação Pélvica (Barra)",,"",0,"normal",80,15,,,
"Treino b, full leg day","9 Abr 2026, 19:01","9 Abr 2026, 20:44","","Elevação Pélvica (Barra)",,"",1,"normal",160,8,,,
"Treino b, full leg day","9 Abr 2026, 19:01","9 Abr 2026, 20:44","","Elevação Pélvica (Barra)",,"",2,"normal",160,8,,,
"Treino b, full leg day","9 Abr 2026, 19:01","9 Abr 2026, 20:44","","Elevação Pélvica (Barra)",,"",3,"normal",160,8,,,
"Treino b, full leg day","9 Abr 2026, 19:01","9 Abr 2026, 20:44","","Agachamento Búlgaro",,"",0,"normal",26,8,,,
"Treino b, full leg day","9 Abr 2026, 19:01","9 Abr 2026, 20:44","","Agachamento Búlgaro",,"",1,"normal",26,8,,,
"Treino b, full leg day","9 Abr 2026, 19:01","9 Abr 2026, 20:44","","Agachamento Búlgaro",,"",2,"normal",26,8,,,
"Treino b, full leg day","9 Abr 2026, 19:01","9 Abr 2026, 20:44","","Cadeira Extensora (Máquina)",,"",0,"normal",60,10,,,
"Treino b, full leg day","9 Abr 2026, 19:01","9 Abr 2026, 20:44","","Cadeira Extensora (Máquina)",,"",1,"normal",60,10,,,
"Treino b, full leg day","9 Abr 2026, 19:01","9 Abr 2026, 20:44","","Cadeira Extensora (Máquina)",,"",2,"normal",60,10,,,
"Treino b, full leg day","9 Abr 2026, 19:01","9 Abr 2026, 20:44","","Cadeira Extensora (Máquina)",,"",3,"normal",60,10,,,
"Treino b, full leg day","9 Abr 2026, 19:01","9 Abr 2026, 20:44","","Elevação Unilateral de Panturrilha em Pé (Barra)",,"",0,"normal",60,8,,,
"Treino b, full leg day","9 Abr 2026, 19:01","9 Abr 2026, 20:44","","Elevação Unilateral de Panturrilha em Pé (Barra)",,"",1,"normal",60,8,,,
"Treino b, full leg day","9 Abr 2026, 19:01","9 Abr 2026, 20:44","","Elevação Unilateral de Panturrilha em Pé (Barra)",,"",2,"normal",60,8,,,
"Treino b, full leg day","9 Abr 2026, 19:01","9 Abr 2026, 20:44","","Elevação Unilateral de Panturrilha em Pé (Barra)",,"",3,"normal",60,8,,,
"Treino b, full leg day","9 Abr 2026, 19:01","9 Abr 2026, 20:44","","Elevação Unilateral de Panturrilha em Pé (Barra)",,"",4,"normal",60,8,,,
"Treino 2 e a","8 Abr 2026, 19:06","8 Abr 2026, 20:46","","Agachamento (Barra)",,"",0,"normal",60,5,,,
"Treino 2 e a","8 Abr 2026, 19:06","8 Abr 2026, 20:46","","Agachamento (Barra)",,"",1,"normal",100,5,,,
"Treino 2 e a","8 Abr 2026, 19:06","8 Abr 2026, 20:46","","Agachamento (Barra)",,"",2,"normal",120,3,,,
"Treino 2 e a","8 Abr 2026, 19:06","8 Abr 2026, 20:46","","Agachamento (Barra)",,"",3,"normal",140,2,,,
"Treino 2 e a","8 Abr 2026, 19:06","8 Abr 2026, 20:46","","Agachamento (Barra)",,"",4,"normal",160,1,,,
"Treino 2 e a","8 Abr 2026, 19:06","8 Abr 2026, 20:46","","Agachamento (Barra)",,"",5,"normal",160,1,,,
"Treino 2 e a","8 Abr 2026, 19:06","8 Abr 2026, 20:46","","Supino (Barra)",,"",0,"normal",60,8,,,
"Treino 2 e a","8 Abr 2026, 19:06","8 Abr 2026, 20:46","","Supino (Barra)",,"",1,"normal",80,5,,,
"Treino 2 e a","8 Abr 2026, 19:06","8 Abr 2026, 20:46","","Supino (Barra)",,"",2,"normal",90,3,,,
"Treino 2 e a","8 Abr 2026, 19:06","8 Abr 2026, 20:46","","Supino (Barra)",,"",3,"normal",100,2,,,
"Treino 2 e a","8 Abr 2026, 19:06","8 Abr 2026, 20:46","","Supino (Barra)",,"",4,"normal",110,2,,,
"Treino 2 e a","8 Abr 2026, 19:06","8 Abr 2026, 20:46","","Supino (Barra)",,"",5,"normal",110,2,,,
"Treino 2 e a","8 Abr 2026, 19:06","8 Abr 2026, 20:46","","Levantamento Terra (Barra Hexagonal)",,"",0,"normal",60,5,,,
"Treino 2 e a","8 Abr 2026, 19:06","8 Abr 2026, 20:46","","Levantamento Terra (Barra Hexagonal)",,"",1,"normal",100,4,,,
"Treino 2 e a","8 Abr 2026, 19:06","8 Abr 2026, 20:46","","Levantamento Terra (Barra Hexagonal)",,"",2,"normal",140,3,,,
"Treino 2 e a","8 Abr 2026, 19:06","8 Abr 2026, 20:46","","Levantamento Terra (Barra Hexagonal)",,"",3,"normal",170,2,,,
"Treino 2 e a","8 Abr 2026, 19:06","8 Abr 2026, 20:46","","Levantamento Terra (Barra Hexagonal)",,"",4,"normal",195,1,,,
"Treino 2 e a","8 Abr 2026, 19:06","8 Abr 2026, 20:46","","Levantamento Terra (Barra Hexagonal)",,"",5,"normal",195,1,,,
"Treino 2 e a","8 Abr 2026, 19:06","8 Abr 2026, 20:46","","Levantamento Terra (Barra Hexagonal)",,"",6,"normal",195,1,,,
"Treino 3 e c","7 Abr 2026, 18:06","7 Abr 2026, 19:44","","Barra Fixa (Com Peso)",,"",0,"normal",1,11,,,
"Treino 3 e c","7 Abr 2026, 18:06","7 Abr 2026, 19:44","","Barra Fixa (Com Peso)",,"",1,"normal",1,11,,,
"Treino 3 e c","7 Abr 2026, 18:06","7 Abr 2026, 19:44","","Barra Fixa (Com Peso)",,"",2,"normal",1,11,,,
"Treino 3 e c","7 Abr 2026, 18:06","7 Abr 2026, 19:44","","Barra Fixa (Com Peso)",,"",3,"normal",1,11,,,
"Treino 3 e c","7 Abr 2026, 18:06","7 Abr 2026, 19:44","","Remadas Dobradas (Barra)",,"",0,"normal",20,8,,,
"Treino 3 e c","7 Abr 2026, 18:06","7 Abr 2026, 19:44","","Remadas Dobradas (Barra)",,"",1,"normal",40,8,,,
"Treino 3 e c","7 Abr 2026, 18:06","7 Abr 2026, 19:44","","Remadas Dobradas (Barra)",,"",2,"normal",40,8,,,
"Treino 3 e c","7 Abr 2026, 18:06","7 Abr 2026, 19:44","","Remadas Dobradas (Barra)",,"",3,"normal",40,8,,,
"Treino 3 e c","7 Abr 2026, 18:06","7 Abr 2026, 19:44","","Remada (Halter)",,"",0,"normal",65,10,,,
"Treino 3 e c","7 Abr 2026, 18:06","7 Abr 2026, 19:44","","Remada (Halter)",,"",1,"normal",65,10,,,
"Treino 3 e c","7 Abr 2026, 18:06","7 Abr 2026, 19:44","","Remada (Halter)",,"",2,"normal",65,10,,,
"Treino 3 e c","7 Abr 2026, 18:06","7 Abr 2026, 19:44","","Remada (Corda) Sentado - Pegas Afastadas",,"",0,"normal",127,8,,,
"Treino 3 e c","7 Abr 2026, 18:06","7 Abr 2026, 19:44","","Remada (Corda) Sentado - Pegas Afastadas",,"",1,"normal",127,8,,,
"Treino 3 e c","7 Abr 2026, 18:06","7 Abr 2026, 19:44","","Remada (Corda) Sentado - Pegas Afastadas",,"",2,"normal",127,8,,,
"Treino 3 e c","7 Abr 2026, 18:06","7 Abr 2026, 19:44","","Elevação Lateral (Halter)",,"",0,"normal",16,8,,,
"Treino 3 e c","7 Abr 2026, 18:06","7 Abr 2026, 19:44","","Elevação Lateral (Halter)",,"",1,"normal",16,8,,,
"Treino 3 e c","7 Abr 2026, 18:06","7 Abr 2026, 19:44","","Elevação Lateral (Halter)",,"",2,"normal",16,8,,,
"Treino 3 e c","7 Abr 2026, 18:06","7 Abr 2026, 19:44","","Elevação Lateral (Halter)",,"",3,"normal",16,8,,,
"Treino 3 e c","7 Abr 2026, 18:06","7 Abr 2026, 19:44","","Elevação Lateral (Halter)",,"",4,"normal",16,8,,,
"Treino 3 e c","7 Abr 2026, 18:06","7 Abr 2026, 19:44","","Rosca Direta na Barra W",,"8",0,"normal",14,8,,,
"Treino 3 e c","7 Abr 2026, 18:06","7 Abr 2026, 19:44","","Rosca Direta na Barra W",,"8",1,"normal",20,6,,,
"Treino 3 e c","7 Abr 2026, 18:06","7 Abr 2026, 19:44","","Rosca Direta na Barra W",,"8",2,"normal",20,6,,,
"Treino 3 e c","7 Abr 2026, 18:06","7 Abr 2026, 19:44","","Rosca Direta na Barra W",,"8",3,"normal",20,6,,,
"Treino 3 e c","7 Abr 2026, 18:06","7 Abr 2026, 19:44","","Rosca Direta na Barra W",,"8",4,"normal",20,6,,,
"Treino 3 e c","7 Abr 2026, 18:06","7 Abr 2026, 19:44","","Rosca Direta na Barra W",,"8",5,"normal",20,6,,,
"Treino 3 e c","6 Abr 2026, 17:57","6 Abr 2026, 20:57","","Levantamento Terra Sumô",,"",0,"normal",60,5,,,
"Treino 3 e c","6 Abr 2026, 17:57","6 Abr 2026, 20:57","","Levantamento Terra Sumô",,"",1,"normal",100,4,,,
"Treino 3 e c","6 Abr 2026, 17:57","6 Abr 2026, 20:57","","Levantamento Terra Sumô",,"",2,"normal",140,3,,,
"Treino 3 e c","6 Abr 2026, 17:57","6 Abr 2026, 20:57","","Levantamento Terra Sumô",,"",3,"normal",180,3,,,
"Treino 3 e c","6 Abr 2026, 17:57","6 Abr 2026, 20:57","","Levantamento Terra Sumô",,"",4,"normal",200,1,,,
"Treino 3 e c","6 Abr 2026, 17:57","6 Abr 2026, 20:57","","Levantamento Terra Sumô",,"",5,"normal",230,1,,,
"Treino 3 e c","6 Abr 2026, 17:57","6 Abr 2026, 20:57","","Levantamento Terra Sumô",,"",6,"normal",230,1,,,
"Treino 3 e c","6 Abr 2026, 17:57","6 Abr 2026, 20:57","","Levantamento Terra Sumô",,"",7,"normal",230,1,,,
"Treino 3 e c","6 Abr 2026, 17:57","6 Abr 2026, 20:57","","Supino (Barra)",,"",0,"normal",60,8,,,
"Treino 3 e c","6 Abr 2026, 17:57","6 Abr 2026, 20:57","","Supino (Barra)",,"",1,"normal",80,5,,,
"Treino 3 e c","6 Abr 2026, 17:57","6 Abr 2026, 20:57","","Supino (Barra)",,"",2,"normal",90,5,,,
"Treino 3 e c","6 Abr 2026, 17:57","6 Abr 2026, 20:57","","Supino (Barra)",,"",3,"normal",105,5,,,
"Treino 3 e c","6 Abr 2026, 17:57","6 Abr 2026, 20:57","","Supino (Barra)",,"",4,"normal",105,5,,,
"Treino 3 e c","6 Abr 2026, 17:57","6 Abr 2026, 20:57","","Supino (Barra)",,"",5,"normal",105,5,,,
"Treino 3 e c","6 Abr 2026, 17:57","6 Abr 2026, 20:57","","Supino (Barra)",,"",6,"normal",105,5,,,
"Treino 3 e c","6 Abr 2026, 17:57","6 Abr 2026, 20:57","","Supino (Barra)",,"",7,"normal",105,5,,,
"Treino 3 e c","6 Abr 2026, 17:57","6 Abr 2026, 20:57","","Supino No Chão (Barra)",,"",0,"normal",60,15,,,
"Treino 3 e c","6 Abr 2026, 17:57","6 Abr 2026, 20:57","","Supino No Chão (Barra)",,"",1,"normal",100,8,,,
"Treino 3 e c","6 Abr 2026, 17:57","6 Abr 2026, 20:57","","Supino No Chão (Barra)",,"",2,"normal",125,3,,,
"Treino 3 e c","6 Abr 2026, 17:57","6 Abr 2026, 20:57","","Supino No Chão (Barra)",,"",3,"normal",135,1,,,
"Treino 3 e c","6 Abr 2026, 17:57","6 Abr 2026, 20:57","","Supino No Chão (Barra)",,"",4,"normal",135,1,,,
"Treino 3 e c","6 Abr 2026, 17:57","6 Abr 2026, 20:57","","Supino No Chão (Barra)",,"",5,"normal",135,1,,,
"Treino 3 e c","6 Abr 2026, 17:57","6 Abr 2026, 20:57","","Supino No Chão (Barra)",,"",6,"normal",135,1,,,
"Treino 3 e c","6 Abr 2026, 17:57","6 Abr 2026, 20:57","","Supino No Chão (Barra)",,"",7,"normal",135,1,,,
"Sbd de sexta","4 Abr 2026, 14:54","4 Abr 2026, 17:17","","Agachamento (Barra)",,"",0,"normal",60,10,,,
"Sbd de sexta","4 Abr 2026, 14:54","4 Abr 2026, 17:17","","Agachamento (Barra)",,"",1,"normal",100,8,,,
"Sbd de sexta","4 Abr 2026, 14:54","4 Abr 2026, 17:17","","Agachamento (Barra)",,"",2,"normal",120,5,,,
